id	site	country	latitude	longitude	coord_source	period	fauna_source	taxon	occurrence	geometry
132	Qafzeh, Grotte du Djebel Qafzeh	Israel	32.7	35.3	Schyle 1992	Middle Palaeolithic	Bouchud 1969	Bos	1	c(107744.015442883, 85716.9706848231)
132	Qafzeh, Grotte du Djebel Qafzeh	Israel	32.7	35.3	Schyle 1992	Upper Palaeolithic	Bouchud 1969	Bos	1	c(107744.015442883, 85716.9706848231)
132	Qafzeh, Grotte du Djebel Qafzeh	Israel	32.7	35.3	Schyle 1992	Epipalaeolithic	Bouchud 1969	Bos	1	c(107744.015442883, 85716.9706848231)
163	Skhul	Israel	32	34.5	Kopp & Röllig 1994	Middle Palaeolithic	Bate 1937	Bos	1	c(30538.60063779, 9917.36011700606)
167	Tabun	Israel	31.55	35.233	Schyle 1992	Lower Palaeolithic	Bate 1937	Bos	1	c(98781.2163103981, -41717.8739641996)
167	Tabun	Israel	31.55	35.233	Schyle 1992	Middle Palaeolithic	Bate 1937	Bos	1	c(98781.2163103981, -41717.8739641996)
2	Abu Hureyra	Syria	35.867	38.4	Schyle & Uerpmann 1996	Protoneolithic	Moore, Hillman & Legge 1975	Bos	1	c(394692.703588336, 435521.440033392)
2	Abu Hureyra	Syria	35.867	38.4	Schyle & Uerpmann 1996	Early Neolithic	Moore, Hillman & Legge 1975	Bos	1	c(394692.703588336, 435521.440033392)
2	Abu Hureyra	Syria	35.867	38.4	Schyle & Uerpmann 1996	Late Neolithic	Moore, Hillman & Legge 1975	Bos	1	c(394692.703588336, 435521.440033392)
3	Abu Salabikh	Iraq	32.253	45.054	Pleiades	Bronze Age	Clutton-Brock & Burleigh 1978	Bos	1	c(1025640.58897726, 61927.4553171466)
6	Abu Zureiq	Israel	32.636	35.126	Garfinkel & Matskevich 2002	Late Neolithic	Ducos 1968	Bos	1	c(91271.5966056992, 78966.0148021053)
7	Ain Ghazal	Jordan	31.93	35.94	CONTEXT	Early Neolithic	Köhler-Rollefson 1984	Bos	1	c(166565.422333821, -726.912206819514)
8	Ain Mallaha	Israel	33.13	35.58	CONTEXT	Protoneolithic	Ducos 1968, for Canis see Davis & Valla 1978	Bos	1	c(134838.049742573, 132901.947768156)
9	Ali Kosh	Iran	32.56	47.32	CONTEXT	Early Neolithic	Hole, Flannery & Neely 1969	Bos	1	c(1235094.18024837, 114527.236575312)
10	Ali Tappe	Iran	36.68	53.55	CONTEXT	Epipalaeolithic	Uerpmann & Frey 1981	Bos	1	c(1742202.84002912, 641361.375128835)
12	Amuq	Turkey	36.268	36.587	Yener 2005	Late Neolithic	Stampfli 1983	Bos	1	c(231315.09083293, 479779.19246715)
13	Anau	Soviet Union	38.187	58.477	Pleiades	Late Neolithic	Duerst 1908	Bos	1	c(2140309.79700835, 886199.804364659)
17	Ashkalon	Israel	31.666	34.546	Pleiades	Late Neolithic	Ducos 1968	Bos	1	c(33855.5094348582, -27254.0596192291)
18	Asiab	Iran	34.3	47.19	CONTEXT	Protoneolithic	Bökönyi 1977	Bos	1	c(1204129.0116148, 305366.951274242)
19	Aşıklı Hüyük	Turkey	38.35	34.23	CONTEXT	Early Neolithic	Payne 1985	Bos	1	c(26829.7353281366, 714932.07074722)
22	Azraq, C-spring	Jordan	31.834	36.82	Copeland 1988	Middle Palaeolithic	Clutton-Brock 1970	Bos	1	c(249786.309153102, -12181.0692182643)
25	Bastam	Iran	38.891	44.894	Pleiades	Iron Age	Krauss 1975	Bos	1	c(955499.591976215, 795427.891674279)
28	Beidha	Jordan	30.37	35.45	CONTEXT	Early Neolithic	Hecker 1974, 1982	Bos	1	c(116933.788271583, -173144.152248296)
29	Beisamoun	Israel	33.093	35.58	Bocquentin et al. 2011	Early Neolithic	Davis 1978	Bos	1	c(134765.982487938, 128799.293080832)
30	Beldibi	Turkey	36.75	30.533	Schyle & Uerpmann 1996	Epipalaeolithic	Uerpmann 1987	Bos	1	c(-308514.379108688, 553548.815368521)
34	Bouqras	Syria	35.03	40.39	CONTEXT	Early Neolithic	Hooijer 1966; Clason 1977, 1981	Bos	1	c(577154.912204992, 346371.362213395)
35	Can Hasan III	Turkey	37.25	33.37	CONTEXT	Early Neolithic	Payne 1972; Payne pers. comm.	Bos	1	c(-53258.4797460996, 595449.035460353)
36	Choga Mami	Iraq	33.9	45.17	CONTEXT	Late Neolithic	Bökönyi 1978	Bos	1	c(1022384.67467957, 244879.216064029)
37	Çatal Hüyük	Turkey	37.668	32.828	Pleiades	Early Neolithic	Perkins 1969	Bos	1	c(-99252.4381309696, 643861.280826802)
38	Çayönü Tepesi	Turkey	38.218	39.727	Pleiades	Early Neolithic	Lawrence 1980, 1982; Meadow 1986	Bos	1	c(508477.312768298, 698485.66909826)
41	Dakhla Oasis	Egypt	25.573	29.062	Pleiades	Late Neolithic	Churcher 1983	Bos	1	c(-541655.609604295, -675278.741639175)
42	Dehsavar	Iran	34.313	47.131	Motarjem pers. comm.	Late Neolithic	Bökönyi 1977	Bos	1	c(1198585.30749944, 306273.896420686)
43	Deir Alla	Jordan	32.197	35.621	vici:23804	Bronze Age	Clason & Buitenhuis 1978b	Bos	1	c(136887.971880415, 29363.2789451955)
43	Deir Alla	Jordan	32.197	35.621	vici:23804	Iron Age	Clason & Buitenhuis 1978b	Bos	1	c(136887.971880415, 29363.2789451955)
44	Demirci Hüyük	Turkey	39.87	30.36	CONTEXT	Bronze Age	Rauh 1981	Bos	1	c(-299886.313943121, 900720.52145837)
52	Ein Gev	Israel	32.8	35.65	CONTEXT	Upper Palaeolithic	Tchernov 1976	Bos	1	c(140634.563830146, 96234.1161960032)
52	Ein Gev	Israel	32.8	35.65	CONTEXT	Epipalaeolithic	Tchernov 1976	Bos	1	c(140634.563830146, 96234.1161960032)
55	Eli, Tel	Israel	32.5	35.5	Kopp & Röllig 1994	Early Neolithic	Jarman 1974	Bos	1	c(126091.239650483, 63173.5517499667)
55	Eli, Tel	Israel	32.5	35.5	Kopp & Röllig 1994	Late Neolithic	Jarman 1974	Bos	1	c(126091.239650483, 63173.5517499667)
56	Elkab	Egypt	25.12	32.798	Pleiades	Epipalaeolithic	Gautier 1978	Bos	1	c(-164918.842140721, -750209.152566366)
58	Eshkaft-e Gavi	Iran	29.867	52.75	Schyle 1992	Middle Palaeolithic	Uerpmann 1987	Bos	1	c(1786629.23937371, -116963.308952731)
58	Eshkaft-e Gavi	Iran	29.867	52.75	Schyle 1992	Upper Palaeolithic	Uerpmann 1987	Bos	1	c(1786629.23937371, -116963.308952731)
58	Eshkaft-e Gavi	Iran	29.867	52.75	Schyle 1992	Epipalaeolithic	Uerpmann 1987	Bos	1	c(1786629.23937371, -116963.308952731)
60	Fayum	Egypt	29.315	30.84	Pleiades	Epipalaeolithic	Caton-Thompson & Gardner 1934; Gautier 1980	Bos	1	c(-334416.067246189, -271672.371176167)
60	Fayum	Egypt	29.315	30.84	Pleiades	Protoneolithic	Caton-Thompson & Gardner 1934; Gautier 1980	Bos	1	c(-334416.067246189, -271672.371176167)
60	Fayum	Egypt	29.315	30.84	Pleiades	Early Neolithic	Caton-Thompson & Gardner 1934; Gautier 1980	Bos	1	c(-334416.067246189, -271672.371176167)
60	Fayum	Egypt	29.315	30.84	Pleiades	Bronze Age	Caton-Thompson & Gardner 1934; Gautier 1980	Bos	1	c(-334416.067246189, -271672.371176167)
61	Fikirtepe	Turkey	41	28	Kopp & Röllig 1994	Late Neolithic	Röhrs & Herre 1961; Boessneck & von den Driesch 1979	Bos	1	c(-490233.306256193, 1042679.42626747)
62	Ganj-e Dare	Iran	34.42	47.57	CONTEXT	Early Neolithic	Hesse 1978, 1982	Bos	1	c(1237579.87339618, 322079.649616256)
64	Gat-Govrin	Israel	31.583	34.833	Kopp & Röllig 1994	Late Neolithic	Ducos 1968	Bos	1	c(60860.3577528186, -37182.1881794052)
66	Geulah cave	Israel	32.796	35.003	Wreschner et al. 1960	Middle Palaeolithic	Angress 1960b	Bos	1	c(80143.0237460615, 96969.4781158309)
70	Girikihaciyan	Turkey	38.233	39.967	Watson 1990	Late Neolithic	Mcardle 1974	Bos	1	c(529478.95102614, 700674.292793567)
72	Guran, Tepe	Iran	33.73	47.07	CONTEXT	Early Neolithic	Flannery pers. comm.	Bos	1	c(1199224.29801424, 241386.873798038)
75	Hagoshrim	Israel	33.221	35.624	vici:57351	Late Neolithic	Ducos 1986	Bos	1	c(138999.031937357, 142961.135014899)
76	Hajji Firuz	Iran	37.04	45.54	CONTEXT	Late Neolithic	Meadow 1983	Bos	1	c(1028213.28474937, 594761.418627756)
78	Hassek Hüyük	Turkey	37.698	39.009	vici:42297	Bronze Age	Boessneck & von den Driesch 1981	Bos	1	c(446462.646661252, 639440.624396683)
79	Hayaz Hüyük	Turkey	37.563	38.357	vici:57511	Early Neolithic	Buitenhuis pers. comm.; Clason 1985	Bos	1	c(389054.083250308, 623682.003704047)
79	Hayaz Hüyük	Turkey	37.563	38.357	vici:57511	Late Neolithic	Buitenhuis pers. comm.; Clason 1985	Bos	1	c(389054.083250308, 623682.003704047)
80	Hayonim	Israel	32.92	35.22	CONTEXT	Epipalaeolithic	Bar Yosef & Tchernov 1966; Henry, Leroi-Gourhan & Davis in press	Bos	1	c(100758.143309398, 110267.595268908)
80	Hayonim	Israel	32.92	35.22	CONTEXT	Protoneolithic	Bar Yosef & Tchernov 1966; Henry, Leroi-Gourhan & Davis in press	Bos	1	c(100758.143309398, 110267.595268908)
82	Hefziba	Israel	32.433	34.867	Kopp & Röllig 1994	Epipalaeolithic	Söffner pers. comm.	Bos	1	c(66413.6427743952, 57022.8895869752)
83	Hesbon	Jordan	31.75	35.75	Kopp & Röllig 1994	Iron Age	Weiler 1981; Boessneck & von den Driesch 1977, 1978	Bos	1	c(148269.173084659, -20430.2305081719)
85	Iblis, Tal-e	Iran	29	56	Kopp & Röllig 1994	Iron Age	Bökönyi 1967	Bos	1	c(2114841.04987464, -158810.801203816)
86	Idfu and Isna sites	Egypt	25.367	32.467	Schyle & Uerpmann 1996	Epipalaeolithic	Gautier 1976	Bos	1	c(-197357.933264744, -720951.599271036)
88	Ishan Bahriyat (Isin)	Iraq	31.933	45.283	Pleiades	Bronze Age	Boessneck 1977; Boessneck & Kokabi 1981	Bos	1	c(1049958.25172206, 28206.5789462211)
88	Ishan Bahriyat (Isin)	Iraq	31.933	45.283	Pleiades	Iron Age	Boessneck 1977; Boessneck & Kokabi 1981	Bos	1	c(1049958.25172206, 28206.5789462211)
89	Jarmo	Iraq	35.56	44.92	CONTEXT	Early Neolithic	Stampfli 1983	Bos	1	c(985519.493635671, 426680.235011012)
90	Jericho	Israel	31.86	35.47	CONTEXT	Protoneolithic	Clutton-Brock 1979; Nobis 1968	Bos	1	c(121946.844248254, -7767.03694464226)
90	Jericho	Israel	31.86	35.47	CONTEXT	Early Neolithic	Clutton-Brock 1979; Nobis 1968	Bos	1	c(121946.844248254, -7767.03694464226)
90	Jericho	Israel	31.86	35.47	CONTEXT	Late Neolithic	Clutton-Brock 1979; Nobis 1968	Bos	1	c(121946.844248254, -7767.03694464226)
90	Jericho	Israel	31.86	35.47	CONTEXT	Bronze Age	Clutton-Brock 1979; Nobis 1968	Bos	1	c(121946.844248254, -7767.03694464226)
90	Jericho	Israel	31.86	35.47	CONTEXT	Iron Age	Clutton-Brock 1979; Nobis 1968	Bos	1	c(121946.844248254, -7767.03694464226)
90	Jericho	Israel	31.86	35.47	CONTEXT	Hellenistic	Clutton-Brock 1979; Nobis 1968	Bos	1	c(121946.844248254, -7767.03694464226)
90	Jericho	Israel	31.86	35.47	CONTEXT	Roman	Clutton-Brock 1979; Nobis 1968	Bos	1	c(121946.844248254, -7767.03694464226)
90	Jericho	Israel	31.86	35.47	CONTEXT	Byzantine	Clutton-Brock 1979; Nobis 1968	Bos	1	c(121946.844248254, -7767.03694464226)
91	Kamarband, Ghar-e	Iran	36.65	53.28	CONTEXT	Epipalaeolithic	Uerpmann & Frey 1981	Bos	1	c(1718892.58036483, 634240.898935515)
91	Kamarband, Ghar-e	Iran	36.65	53.28	CONTEXT	Late Neolithic	Uerpmann & Frey 1981	Bos	1	c(1718892.58036483, 634240.898935515)
92	Kara'in	Turkey	37.133	30.583	Schyle 1992	Lower Palaeolithic	Uerpmann 1987	Bos	1	c(-301204.731019632, 595673.119184418)
92	Kara'in	Turkey	37.133	30.583	Schyle 1992	Middle Palaeolithic	Uerpmann 1987	Bos	1	c(-301204.731019632, 595673.119184418)
92	Kara'in	Turkey	37.133	30.583	Schyle 1992	Upper Palaeolithic	Uerpmann 1987	Bos	1	c(-301204.731019632, 595673.119184418)
92	Kara'in	Turkey	37.133	30.583	Schyle 1992	Epipalaeolithic	Uerpmann 1987	Bos	1	c(-301204.731019632, 595673.119184418)
94	Karim Shahir	Iraq	35.564	44.957	Braidwood et al. 1983	Protoneolithic	Stampfli 1983	Bos	1	c(988830.306470392, 427374.958944862)
95	Kebarah Cave	Israel	32.57	34.93	CONTEXT	Middle Palaeolithic	Saxon 1974; Davis 1977; Uerpmann 1987	Bos	1	c(72704.0739183721, 72071.2054972711)
95	Kebarah Cave	Israel	32.57	34.93	CONTEXT	Upper Palaeolithic	Saxon 1974; Davis 1977; Uerpmann 1987	Bos	1	c(72704.0739183721, 72071.2054972711)
95	Kebarah Cave	Israel	32.57	34.93	CONTEXT	Epipalaeolithic	Saxon 1974; Davis 1977; Uerpmann 1987	Bos	1	c(72704.0739183721, 72071.2054972711)
99	Khorramabad Caves	Iran	33.492	48.349	Hole 2007 (KR-15/Ghamari)	Middle Palaeolithic	Hole & Flannery 1967	Bos	1	c(1319980.17599268, 227313.794258659)
99	Khorramabad Caves	Iran	33.492	48.349	Hole 2007 (KR-15/Ghamari)	Upper Palaeolithic	Hole & Flannery 1967	Bos	1	c(1319980.17599268, 227313.794258659)
99	Khorramabad Caves	Iran	33.492	48.349	Hole 2007 (KR-15/Ghamari)	Epipalaeolithic	Hole & Flannery 1967	Bos	1	c(1319980.17599268, 227313.794258659)
100	Kom Ombo	Egypt	24.452	32.928	Pleiades	Epipalaeolithic	Churcher 1972, 1974; Reed & Turnbull 1969; Turnbull pers. comm.	Bos	1	c(-154941.030510553, -825753.219142868)
101	Kordlar Tepe	Iran	37.5	45	Kopp & Röllig 1994	Iron Age	Wolff 1976	Bos	1	c(976420.446482186, 641925.665725138)
197	Korucutepe	Turkey	38.637	39.537	Pleiades	Bronze Age	Boessneck & von den Driesch 1975	Bos	1	c(490804.763325585, 744691.988449277)
102	Ksar 'Akil	Lebanon	33.917	35.6	Schyle 1992	Middle Palaeolithic	Hooijer 1961; Uerpmann 1987	Bos	1	c(138219.532544085, 220126.38867036)
102	Ksar 'Akil	Lebanon	33.917	35.6	Schyle 1992	Upper Palaeolithic	Hooijer 1961; Uerpmann 1987	Bos	1	c(138219.532544085, 220126.38867036)
102	Ksar 'Akil	Lebanon	33.917	35.6	Schyle 1992	Epipalaeolithic	Hooijer 1961; Uerpmann 1987	Bos	1	c(138219.532544085, 220126.38867036)
103	Labweh, Tell	Lebanon	34.187	36.358	vici:57360	Early Neolithic	Bökönyi 1978	Bos	1	c(208465.883543934, 249154.981734128)
106	M'lefaat	Iraq	36.31	43.54	CONTEXT	Protoneolithic	Turnbull 1983	Bos	1	c(855617.352202282, 501195.829994454)
107	Mdamagh	Jordan	30.333	35.45	Schyle 1992	Epipalaeolithic	Perkins 1966; Uerpmann 1987	Bos	1	c(116856.276840709, -177254.755901992)
108	Malyan	Iran	29.99	52.52	CONTEXT	Bronze Age	Zeder 1984, 1986	Bos	1	c(1762544.89068789, -106811.593577871)
108	Malyan	Iran	29.99	52.52	CONTEXT	Iron Age	Zeder 1984, 1986	Bos	1	c(1762544.89068789, -106811.593577871)
109	Matarrah	Iraq	35.18	44.4	CONTEXT	Late Neolithic	Stampfli 1983	Bos	1	c(941455.431637742, 381221.216720864)
111	Mehrgarh	Pakistan	29.403	67.599	vici:32060	Early Neolithic	Meadow 1984	Bos	1	c(3202899.28978515, 156600.753668087)
111	Mehrgarh	Pakistan	29.403	67.599	vici:32060	Late Neolithic	Meadow 1984	Bos	1	c(3202899.28978515, 156600.753668087)
111	Mehrgarh	Pakistan	29.403	67.599	vici:32060	Bronze Age	Meadow 1984	Bos	1	c(3202899.28978515, 156600.753668087)
113	Metzer	Israel	32.417	35	Kopp & Röllig 1994	Late Neolithic	Ducos 1968	Bos	1	c(78881.7994125667, 54948.4567198391)
115	Munhatta	Israel	32.5	35.5	Kopp & Röllig 1994	Early Neolithic	Ducos 1968	Bos	1	c(126091.239650483, 63173.5517499667)
115	Munhatta	Israel	32.5	35.5	Kopp & Röllig 1994	Late Neolithic	Ducos 1968	Bos	1	c(126091.239650483, 63173.5517499667)
116	Mureybit	Syria	36.083	38.083	CONTEXT	Protoneolithic	Ducos 1978	Bos	1	c(365893.894936156, 459232.117894372)
118	Nagila, Tel	Israel	28.698	33.83	Pleiades	Bronze Age	Ducos 1968	Bos	1	c(-45600.3960236334, -354815.63591198)
119	Nahal Divshon (D1)	Israel	30.833	34.783	Gebel 1984	Early Neolithic	Tchernov 1976	Bos	1	c(53990.0331284635, -120303.032279784)
120	Nahal Hadera V	Israel	32.467	34.9	Schyle & Uerpmann 1996	Epipalaeolithic	Saxon, Martin & Bar-Yosef 1978	Bos	1	c(69609.1629135645, 60717.3727431757)
121	Nahal Oren	Israel	32.72	34.97	CONTEXT	Epipalaeolithic	Ducos 1968; Noy, Legge & Higgs 1973	Bos	1	c(76853.2323693437, 88614.9073553353)
121	Nahal Oren	Israel	32.72	34.97	CONTEXT	Protoneolithic	Ducos 1968; Noy, Legge & Higgs 1973	Bos	1	c(76853.2323693437, 88614.9073553353)
121	Nahal Oren	Israel	32.72	34.97	CONTEXT	Early Neolithic	Ducos 1968; Noy, Legge & Higgs 1973	Bos	1	c(76853.2323693437, 88614.9073553353)
125	Norşun Tepe	Turkey	38.619	39.47	vici:29338	Late Neolithic	Boessneck & von den Driesch 1976	Bos	1	c(485002.344380646, 742565.286782645)
125	Norşun Tepe	Turkey	38.619	39.47	vici:29338	Bronze Age	Boessneck & von den Driesch 1976	Bos	1	c(485002.344380646, 742565.286782645)
125	Norşun Tepe	Turkey	38.619	39.47	vici:29338	Iron Age	Boessneck & von den Driesch 1976	Bos	1	c(485002.344380646, 742565.286782645)
126	Nush-i Jan	Iran	34.38	48.639	Pleiades	Iron Age	Bökönyi 1978	Bos	1	c(1335754.42055158, 328136.07802713)
127	Pa Sangar	Iran	33.485	48.341	Hole & Flannery 1967	Epipalaeolithic	Hole & Flannery 1967; Uerpmann 1987	Bos	1	c(1319325.74261956, 226461.236728286)
128	Palegawra	Iraq	35.64	45.11	CONTEXT	Epipalaeolithic	Turnbull & Reed 1974; Uerpmann 1987	Bos	1	c(1002009.15375219, 436836.320813888)
128	Palegawra	Iraq	35.64	45.11	CONTEXT	Early Neolithic	Turnbull & Reed 1974; Uerpmann 1987	Bos	1	c(1002009.15375219, 436836.320813888)
136	Quetta Valley	Pakistan	30	67	Kopp & Röllig 1994	Late Neolithic	Fairservis 1956	Bos	1	c(3127848.30725653, 203048.153502114)
136	Quetta Valley	Pakistan	30	67	Kopp & Röllig 1994	Bronze Age	Fairservis 1956	Bos	1	c(3127848.30725653, 203048.153502114)
199	Rakefet	Israel	32.65	35.08	CONTEXT	Upper Palaeolithic	Garrard in Saxon 1976	Bos	1	c(86990.0718650762, 80614.7482903585)
199	Rakefet	Israel	32.65	35.08	CONTEXT	Epipalaeolithic	Garrard in Saxon 1976	Bos	1	c(86990.0718650762, 80614.7482903585)
140	Ras en-Naqb	Jordan	30.017	35.483	Schyle 1992	Epipalaeolithic	Turnbull in press	Bos	1	c(119386.201792239, -212428.32751184)
140	Ras en-Naqb	Jordan	30.017	35.483	Schyle 1992	Late Neolithic	Turnbull in press	Bos	1	c(119386.201792239, -212428.32751184)
144	Rosh Horesha	Israel	30.5	34.58	CONTEXT	Protoneolithic	Butler, Tchernov, Hietala & Davis 1977	Bos	1	c(33523.5060983803, -156763.476705388)
148	Sarab	Iran	34.38	47.09	CONTEXT	Early Neolithic	Bökönyi 1977, 1978	Bos	1	c(1194113.43937599, 313303.636998439)
149	Sawwan, Tell es-	Iraq	34.122	43.905	vici:21265	Late Neolithic	Bökönyi 1978	Bos	1	c(904109.055185071, 261107.425727652)
150	Shah Tappe	Iran	36	54	Kopp & Röllig 1994	Bronze Age	Amschler 1939	Bos	1	c(1794314.69075355, 573458.85868876)
151	Shahr-e Sokhta	Iran	30.595	61.326	Pleiades	Bronze Age	Caloi & Compagnoni 1977, 1981; Compagnoni 1980	Bos	1	c(2582614.20731228, 122956.309626196)
152	Shams ed-Din Tannira	Syria	36.167	38.167	Kopp & Röllig 1994	Late Neolithic	Uerpmann 1982	Bos	1	c(373383.46525821, 468610.375379864)
155	Shuqba	Israel	31.983	35.033	Schyle & Uerpmann 1996	Middle Palaeolithic	Bate 1942; Uerpmann 1987	Bos	1	c(80879.3415624907, 6739.60950241837)
155	Shuqba	Israel	31.983	35.033	Schyle & Uerpmann 1996	Epipalaeolithic	Bate 1942; Uerpmann 1987	Bos	1	c(80879.3415624907, 6739.60950241837)
156	Siahbid	Iran	34.25	47	Kopp & Röllig 1994	Late Neolithic	Bökönyi 1977	Bos	1	c(1187255.25678295, 298159.906137472)
159	Sinn, Tell es-	Syria	35.917	38.233	Gebel 1984	Early Neolithic	Clason 1980	Bos	1	c(379564.418516441, 440923.68081015)
159	Sinn, Tell es-	Syria	35.917	38.233	Gebel 1984	Protoneolithic	Clason 1980	Bos	1	c(379564.418516441, 440923.68081015)
159	Sinn, Tell es-	Syria	35.917	38.233	Gebel 1984	Late Neolithic	Clason 1980	Bos	1	c(379564.418516441, 440923.68081015)
164	Suberde	Turkey	37.333	31.933	Gebel 1984	Early Neolithic	Perkins & Daly 1968	Bos	1	c(-180202.505014866, 610599.537564198)
166	Ta'as	Syria	36	38	Kopp & Röllig 1994	Byzantine	Clason & Buitenhuis 1978	Bos	1	c(358478.176644381, 449972.055353865)
166	Ta'as	Syria	36	38	Kopp & Röllig 1994	Islamic	Clason & Buitenhuis 1978	Bos	1	c(358478.176644381, 449972.055353865)
168	Taibé, at-Tayyiba	Syria	32.567	36.267	Schyle & Uerpmann 1996	Epipalaeolithic	Ducos 1968	Bos	1	c(198149.814955169, 69592.6464056532)
200	Tepecik	Turkey	41.468	34.17	Pleiades:845078	Late Neolithic	Boessneck & von den Driesch 1979	Bos	1	c(32545.1893163311, 1062521.6173896)
175	Tula'i Tepe	Iran	32.333	48.167	Kopp & Röllig 1994	Early Neolithic	Wheeler 1977	Bos	1	c(1316939.38984801, 97683.3965242787)
179	Umm Dabagiyah	Iraq	35.5	42.5	Kopp & Röllig 1994	Early Neolithic	Bökönyi 1978	Bos	1	c(766946.285458252, 406199.429251299)
181	Wad, al-	Israel	32.67	34.97	CONTEXT	Upper Palaeolithic	Bate 1937; Uerpmann 1987	Bos	1	c(76722.2667550283, 83070.6358973941)
181	Wad, al-	Israel	32.67	34.97	CONTEXT	Epipalaeolithic	Bate 1937; Uerpmann 1987	Bos	1	c(76722.2667550283, 83070.6358973941)
184	Wadi Halfa Area	Sudan	21	31	Kopp & Röllig 1994	Upper Palaeolithic	Gautier 1968	Bos	1	c(-377642.95843646, -1204550.15133398)
184	Wadi Halfa Area	Sudan	21	31	Kopp & Röllig 1994	Epipalaeolithic	Gautier 1968	Bos	1	c(-377642.95843646, -1204550.15133398)
184	Wadi Halfa Area	Sudan	21	31	Kopp & Röllig 1994	Protoneolithic	Gautier 1968	Bos	1	c(-377642.95843646, -1204550.15133398)
184	Wadi Halfa Area	Sudan	21	31	Kopp & Röllig 1994	Early Neolithic	Gautier 1968	Bos	1	c(-377642.95843646, -1204550.15133398)
184	Wadi Halfa Area	Sudan	21	31	Kopp & Röllig 1994	Late Neolithic	Gautier 1968	Bos	1	c(-377642.95843646, -1204550.15133398)
186	Wadi Halfa, west bank	Sudan	21	31	Kopp & Röllig 1994	Epipalaeolithic	Turnbull pers. comm.	Bos	1	c(-377642.95843646, -1204550.15133398)
187	Wadi Kubbaniya	Egypt	24.217	32.85	Schyle & Uerpmann 1996	Epipalaeolithic	Gautier, Ballmann & van Neer 1980	Bos	1	c(-164140.16375952, -851798.255498586)
190	Warwasi	Iran	34.4	47.117	Schyle 1992	MP:UP	Turnbull 1975	Bos	1	c(1196369.62917705, 315750.811028217)
190	Warwasi	Iran	34.4	47.117	Schyle 1992	Epipalaeolithic	Turnbull 1975	Bos	1	c(1196369.62917705, 315750.811028217)
5	Abu Simbel east bank	Egypt	22.336	31.627	Pleiades	Epipalaeolithic	Reed in Wendt 1966	Gazella	1	c(-302206.912583261, -1057264.51642794)
5	Abu Simbel east bank	Egypt	22.336	31.627	Pleiades	Protoneolithic	Reed in Wendt 1966	Gazella	1	c(-302206.912583261, -1057264.51642794)
5	Abu Simbel east bank	Egypt	22.336	31.627	Pleiades	Early Neolithic	Reed in Wendt 1966	Gazella	1	c(-302206.912583261, -1057264.51642794)
5	Abu Simbel east bank	Egypt	22.336	31.627	Pleiades	Late Neolithic	Reed in Wendt 1966	Gazella	1	c(-302206.912583261, -1057264.51642794)
8	Ain Mallaha	Israel	33.13	35.58	CONTEXT	Protoneolithic	Ducos 1968, for Canis see Davis & Valla 1978	Gazella	1	c(134838.049742573, 132901.947768156)
12	Amuq	Turkey	36.268	36.587	Yener 2005	Late Neolithic	Stampfli 1983	Gazella	1	c(231315.09083293, 479779.19246715)
17	Ashkalon	Israel	31.666	34.546	Pleiades	Late Neolithic	Ducos 1968	Gazella	1	c(33855.5094348582, -27254.0596192291)
21	Azraq, Ain al-Assad	Jordan	31.807	36.805	Copeland 1988	Upper Palaeolithic	Turnbull pers. comm.	Gazella	1	c(248348.976732687, -15169.6388516743)
21	Azraq, Ain al-Assad	Jordan	31.807	36.805	Copeland 1988	Early Neolithic	Turnbull pers. comm.	Gazella	1	c(248348.976732687, -15169.6388516743)
21	Azraq, Ain al-Assad	Jordan	31.807	36.805	Copeland 1988	Bronze Age	Turnbull pers. comm.	Gazella	1	c(248348.976732687, -15169.6388516743)
26	Beersheba – Bir es-Safadi	Israel	32.931	35.408	Pleiades	Late Neolithic	Josien 1955; Ducos 1968	Gazella	1	c(118365.035745402, 111132.039859318)
28	Beidha	Jordan	30.37	35.45	CONTEXT	Early Neolithic	Hecker 1974, 1982	Gazella	1	c(116933.788271583, -173144.152248296)
29	Beisamoun	Israel	33.093	35.58	Bocquentin et al. 2011	Early Neolithic	Davis 1978	Gazella	1	c(134765.982487938, 128799.293080832)
34	Bouqras	Syria	35.03	40.39	CONTEXT	Early Neolithic	Hooijer 1966; Clason 1977, 1981	Gazella	1	c(577154.912204992, 346371.362213395)
36	Choga Mami	Iraq	33.9	45.17	CONTEXT	Late Neolithic	Bökönyi 1978	Gazella	1	c(1022384.67467957, 244879.216064029)
38	Çayönü Tepesi	Turkey	38.218	39.727	Pleiades	Early Neolithic	Lawrence 1980, 1982; Meadow 1986	Gazella	1	c(508477.312768298, 698485.66909826)
39	Dab'a, Tell ed-	Egypt	30.786	31.823	Pleiades	Bronze Age	Boessneck 1976	Gazella	1	c(-229761.21770321, -114125.237577329)
42	Dehsavar	Iran	34.313	47.131	Motarjem pers. comm.	Late Neolithic	Bökönyi 1977	Gazella	1	c(1198585.30749944, 306273.896420686)
43	Deir Alla	Jordan	32.197	35.621	vici:23804	Bronze Age	Clason & Buitenhuis 1978b	Gazella	1	c(136887.971880415, 29363.2789451955)
43	Deir Alla	Jordan	32.197	35.621	vici:23804	Iron Age	Clason & Buitenhuis 1978b	Gazella	1	c(136887.971880415, 29363.2789451955)
